Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2025,11,zaccho1,Olamide Zaccheaus,WR,CHI,@MIN,18.5,11,3.6,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,2.6,16.7,0.1,0.0,0.1,1.2,0.0,0.0,0.0,C-Game
2025,11,patrit1,Tim Patrick,WR,JAX,LAC,16.1,5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,21.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2025,11,smithj5,JuJu Smith-Schuster,WR,KC,@DEN,13.2,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,20.7,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2025,11,samuec1,Curtis Samuel,WR,BUF,TB,21.6,20,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.5,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2025,11,mclour1,Ray-Ray McCloud,WR,NYG,GB,19.8,16,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,23.4,0.0,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2025,11,noelj1,Jaylin Noel,WR,HOU,@TEN,20.4,17,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.2,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2025,11,mimsm1,Marvin Mims,WR,DEN,KC,15.3,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,17.4,0.0,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2025,11,brownd12,Dyami Brown,WR,JAX,LAC,16.1,5,3.0,0.0,0.0,0.0,0.0,0.0,0.7,4.7,0.0,1.1,15.8,0.1,0.0,0.2,0.7,0.0,0.0,0.0,C-Game
2025,11,shavet1,Tyrell Shavers,WR,BUF,TB,21.6,20,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2025,11,tramma1,Austin Trammell,WR,JAX,LAC,16.1,5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,17.9,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2025,11,willii2,Isaiah Williams,WR,NYJ,@NE,26.4,31,2.9,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,1.7,15.6,0.1,0.0,0.1,0.9,0.0,0.0,0.0,C-Game
2025,11,meltob1,Bo Melton,WR,GB,@NYG,21.9,22,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,15.2,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2025,11,thornd1,Dont'e Thornton,WR,LV,DAL,32.1,32,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,16.2,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2025,11,mitcha1,Adonai Mitchell,WR,NYJ,@NE,26.4,31,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,16.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2025,11,weavex1,Xavier Weaver,WR,ARI,SF,19.3,12,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.9,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2025,11,tolbej1,Jalen Tolbert,WR,DAL,@LV,20.9,19,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.9,0.0,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2025,11,olszeg1,Gunner Olszewski,WR,NYG,GB,19.8,16,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,18.7,0.0,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2025,11,thornt1,Tyquan Thornton,WR,KC,@DEN,13.2,1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.9,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,dotsoj1,Jahan Dotson,WR,PHI,DET,23.1,25,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14.3,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,robind2,Demarcus Robinson,WR,SF,@ARI,18.3,10,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,13.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2025,11,smithx1,Xavier Smith,WR,LAR,SEA,19.5,15,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.1,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2025,11,wilsoc2,Cedrick Wilson,WR,MIA,WAS,25.2,29,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.9,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2025,11,johnsk4,Kameron Johnson,WR,TB,@BUF,22.0,23,2.2,0.0,0.0,0.0,0.0,0.0,0.3,1.6,0.0,0.9,9.5,0.1,0.0,0.1,0.5,0.0,0.0,0.0,C-Game
2025,11,harrit1,Tre' Harris,WR,LAC,@JAX,20.7,18,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.8,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2025,11,corlem1,Malachi Corley,WR,CLE,BAL,23.1,26,2.1,0.0,0.0,0.0,0.0,0.0,1.7,16.9,0.0,0.4,2.9,0.0,0.0,0.7,0.2,0.0,0.0,0.0,C-Game
2025,11,lazara1,Allen Lazard,WR,NYJ,@NE,26.4,31,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,10.7,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2025,11,bechj1,Jack Bech,WR,LV,DAL,32.1,32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.2,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,raymok1,Kalif Raymond,WR,DET,@PHI,15.4,4,2.0,0.0,0.0,0.0,0.0,0.0,0.4,1.9,0.0,1.4,10.9,0.0,0.0,0.1,0.7,0.0,0.0,0.0,C-Game
2025,11,smitha12,Arian Smith,WR,NYJ,@NE,26.4,31,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,whittj1,Jordan Whittington,WR,LAR,SEA,19.5,15,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.5,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,hornj2,Jimmy Horn,WR,CAR,@ATL,18.1,9,1.8,0.0,0.0,0.0,0.0,0.0,0.4,2.5,0.0,0.8,11.3,0.0,0.0,0.1,0.5,0.0,0.0,0.0,C-Game
2025,11,thrasj2,Jamari Thrash,WR,CLE,BAL,23.1,26,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,watkij1,Jordan Watkins,WR,SF,@ARI,18.3,10,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,7.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2025,11,mumpfk1,Konata Mumpfield,WR,LAR,SEA,19.5,15,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,skowrb1,Ben Skowronek,WR,PIT,CIN,22.4,24,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.6,0.1,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,heathm1,Malik Heath,WR,GB,@NYG,21.9,22,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,teslai1,Isaac TeSlaa,WR,DET,@PHI,15.4,4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,wallat1,Tylan Wallace,WR,BAL,@CLE,19.4,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,washit2,Tahj Washington,WR,MIA,WAS,25.2,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2025,11,flourr1,Ryan Flournoy,WR,DAL,@LV,20.9,19,0.9,0.0,0.0,0.0,0.0,0.0,0.3,1.7,0.0,0.5,5.3,0.0,0.0,0.1,0.3,0.0,0.0,0.0,C-Game
2025,11,prochj1,James Proche,WR,TEN,HOU,13.8,2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2025,11,moores1,Skyy Moore,WR,SF,@ARI,18.3,10,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,baccea1,Andre Baccellia,WR,ARI,SF,19.3,12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,larvag1,Gage Larvadain,WR,CLE,BAL,23.1,26,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,sillsd1,David Sills,WR,ATL,CAR,17.4,6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2025,11,mcbrit2,Trey McBride,TE,ARI,SF,9.1,21,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,76.8,0.7,0.0,0.0,4.3,0.1,0.0,0.0,A-Game
2025,11,bowerb1,Brock Bowers,TE,LV,DAL,7.9,17,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,77.1,0.7,0.0,0.0,3.9,0.0,0.0,0.0,A-Game
2025,11,kittlg1,George Kittle,TE,SF,@ARI,7.3,12,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,51.9,0.5,0.0,0.0,2.9,0.0,0.0,0.0,A-Game
2025,11,gadseo1,Oronde Gadsden,TE,LAC,@JAX,12.5,31,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,55.2,0.3,0.0,0.0,2.9,0.0,0.0,0.0,A-Game
2025,11,goeded1,Dallas Goedert,TE,PHI,DET,8.6,19,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,40.9,0.6,0.0,0.0,2.3,0.0,0.0,0.0,A-Game
2025,11,ferguj3,Jake Ferguson,TE,DAL,@LV,6.2,9,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,41.1,0.5,0.0,0.0,2.4,0.0,0.0,0.0,A-Game
2025,11,kelcet1,Travis Kelce,TE,KC,@DEN,7.5,15,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,53.0,0.3,0.0,0.0,2.8,0.0,0.0,0.0,A-Game
2025,11,lapors1,Sam LaPorta,TE,DET,@PHI,3.2,1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,52.2,0.2,0.0,0.0,2.7,0.0,0.0,0.0,A-Game
2025,11,ottonc1,Cade Otton,TE,TB,@BUF,4.0,3,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,49.9,0.1,0.0,0.0,2.8,0.0,0.0,0.0,A-Game
2025,11,pittsk1,Kyle Pitts,TE,ATL,CAR,10.1,26,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,47.4,0.2,0.0,0.0,2.6,0.0,0.0,0.0,B-Game
2025,11,ertzz1,Zach Ertz,TE,WAS,@MIA,11.2,30,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,34.9,0.5,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2025,11,lovelc1,Colston Loveland,TE,CHI,@MIN,9.1,20,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,44.6,0.3,0.0,0.0,2.3,0.0,0.0,0.0,B-Game
2025,11,fannih1,Harold Fannin,TE,CLE,BAL,6.0,7,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,46.2,0.2,0.0,0.0,2.5,0.0,0.0,0.0,B-Game
2025,11,schuld1,Dalton Schultz,TE,HOU,@TEN,6.0,6,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,46.6,0.1,0.0,0.0,2.5,0.0,0.0,0.0,B-Game
2025,11,henryh1,Hunter Henry,TE,NE,NYJ,9.5,23,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.8,0.4,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2025,11,johnst4,Theo Johnson,TE,NYG,GB,7.3,11,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,35.1,0.4,0.0,0.0,2.0,0.0,0.0,0.0,B-Game
2025,11,njokud1,David Njoku,TE,CLE,BAL,6.0,7,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,36.3,0.4,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2025,11,andrem1,Mark Andrews,TE,BAL,@CLE,7.4,13,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,28.0,0.5,0.0,0.0,1.6,0.0,0.0,0.0,B-Game
2025,11,musgrl1,Luke Musgrave,TE,GB,@NYG,7.4,14,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,37.4,0.3,0.0,0.0,2.0,0.0,0.0,0.0,B-Game
2025,11,knoxd1,Dawson Knox,TE,BUF,TB,7.2,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,35.7,0.3,0.0,0.0,1.9,0.0,0.0,0.0,B-Game
2025,11,freiep1,Pat Freiermuth,TE,PIT,CIN,17.2,32,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,32.2,0.3,0.0,0.0,1.7,0.0,0.0,0.0,B-Game
2025,11,fantn1,Noah Fant,TE,CIN,@PIT,11.1,29,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,29.9,0.3,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2025,11,hocket1,T.J. Hockenson,TE,MIN,CHI,8.4,18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,28.9,0.2,0.0,0.0,1.8,0.0,0.0,0.0,C-Game
2025,11,engrae1,Evan Engram,TE,DEN,KC,5.4,4,5.6,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,3.2,26.1,0.2,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2025,11,taylom2,Mason Taylor,TE,NYJ,@NE,9.6,24,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,30.3,0.1,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2025,11,barnea2,AJ Barner,TE,SEA,@LAR,9.4,22,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,19.9,0.4,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2025,11,mayerm1,Michael Mayer,TE,LV,DAL,7.9,17,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,27.4,0.2,0.0,0.0,1.5,0.0,0.0,0.0,C-Game
2025,11,dulcig1,Greg Dulcich,TE,MIA,WAS,10.2,27,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,29.0,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game
2025,11,hawesj1,Jackson Hawes,TE,BUF,TB,7.2,10,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,23.4,0.3,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2025,11,smithj6,Jonnu Smith,TE,PIT,CIN,17.2,32,5.1,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,3.2,20.7,0.2,0.0,0.1,1.3,0.0,0.0,0.0,C-Game
2025,11,okonkc1,Chigoziem Okonkwo,TE,TEN,HOU,5.8,5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,30.7,0.1,0.0,0.0,1.7,0.0,0.0,0.0,C-Game
2025,11,likeli1,Isaiah Likely,TE,BAL,@CLE,7.4,13,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,23.8,0.3,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2025,11,higbet1,Tyler Higbee,TE,LAR,SEA,9.9,25,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,22.2,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game
2025,11,sandej2,Ja'Tavion Sanders,TE,CAR,@ATL,4.0,2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,21.6,0.1,0.0,0.0,1.3,0.0,0.0,0.0,C-Game
2025,11,higgie1,Elijah Higgins,TE,ARI,SF,9.1,21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,19.2,0.2,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2025,11,helmg1,Gunnar Helm,TE,TEN,HOU,5.8,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,22.1,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game
2025,11,fitzpj1,John FitzPatrick,TE,GB,@NYG,7.4,14,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,16.4,0.2,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2025,11,bellid1,Daniel Bellinger,TE,NYG,GB,7.3,11,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,23.4,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game
2025,11,arroye1,Elijah Arroyo,TE,SEA,@LAR,9.4,22,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,18.7,0.1,0.0,0.0,1.0,0.0,0.0,0.0,C-Game
2025,11,washid3,Darnell Washington,TE,PIT,CIN,17.2,32,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,17.3,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game
2025,11,allend3,Davis Allen,TE,LAR,SEA,9.9,25,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.5,0.3,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,mundtj1,Johnny Mundt,TE,JAX,LAC,6.2,8,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,14.7,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2025,11,fergut1,Terrance Ferguson,TE,LAR,SEA,9.9,25,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,17.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game
2025,11,hudsot1,Tanner Hudson,TE,CIN,@PIT,11.1,29,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.1,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2025,11,grayn1,Noah Gray,TE,KC,@DEN,7.5,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.9,0.0,0.0,0.0,0.7,0.0,0.0,0.0,C-Game
2025,11,ruckej1,Jeremy Ruckert,TE,NYJ,@NE,9.6,24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game
2025,11,wrighb2,Brock Wright,TE,DET,@PHI,3.2,1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,trauta1,Adam Trautman,TE,DEN,KC,5.4,4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.7,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2025,11,parkic1,Colby Parkinson,TE,LAR,SEA,9.9,25,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.2,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2025,11,trembt1,Tommy Tremble,TE,CAR,@ATL,4.0,2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.5,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game
2025,11,morriq1,Quintin Morris,TE,JAX,LAC,6.2,8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.4,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,conklt1,Tyler Conklin,TE,LAC,@JAX,12.5,31,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.3,0.1,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2025,11,evansm2,Mitchell Evans,TE,CAR,@ATL,4.0,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.8,0.2,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,dipprc1,CJ Dippre,TE,NE,NYJ,9.5,23,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.4,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,batesj1,John Bates,TE,WAS,@MIA,11.2,30,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,kolarc1,Charlie Kolar,TE,BAL,@CLE,7.4,13,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game
2025,11,sampld1,Drew Sample,TE,CIN,@PIT,11.1,29,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.9,0.1,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2025,11,sinnob1,Ben Sinnott,TE,WAS,@MIA,11.2,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,yurosb1,Ben Yurosek,TE,MIN,CHI,8.4,18,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2025,11,fiskt1,Tucker Fisk,TE,LAC,@JAX,12.5,31,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,school1,Luke Schoonmaker,TE,DAL,@LV,6.2,9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2025,11,kmetc1,Cole Kmet,TE,CHI,@MIN,9.1,20,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game
2025,11,tongej1,Jake Tonges,TE,SF,@ARI,7.3,12,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game
2025,11,bryanh2,Harrison Bryant,TE,HOU,@TEN,6.0,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2025,11,farrel1,Luke Farrell,TE,SF,@ARI,7.3,12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2025,11,whylej1,Josh Whyle,TE,GB,@NYG,7.4,14,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2025,11,spannb1,Brevyn Spann-Ford,TE,DAL,@LV,6.2,9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2025,11,martid3,David Martin-Robinson,TE,TEN,HOU,5.8,5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game
2025,11,aubreb1,Brandon Aubrey,K,DAL,@LV,7.3,14,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.7,A-Game
2025,11,loopt1,Tyler Loop,K,BAL,@CLE,7.8,18,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.8,A-Game
2025,11,boswec1,Chris Boswell,K,PIT,CIN,7.9,22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,A-Game
2025,11,borrea1,Andres Borregales,K,NE,NYJ,10.1,32,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.7,A-Game
2025,11,reichw1,Will Reichard,K,MIN,CHI,7.9,20,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.7,B-Game
2025,11,pineie1,Eddy Pineiro,K,SF,@ARI,8.1,27,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.6,B-Game
2025,11,pratem1,Matt Prater,K,BUF,TB,6.7,10,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.6,B-Game
2025,11,mcmanb1,Brandon McManus,K,GB,@NYG,8.4,28,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.6,B-Game
2025,11,butkeh1,Harrison Butker,K,KC,@DEN,8.0,23,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.7,B-Game
