Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2025,11,mclauc1,Chase McLaughlin,K,TB,@BUF,6.7,11,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.7,B-Game
2025,11,patter1,Riley Patterson,K,MIA,WAS,8.1,26,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.6,B-Game
2025,11,myersj1,Jason Myers,K,SEA,@LAR,5.9,6,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.7,B-Game
2025,11,batesj2,Jake Bates,K,DET,@PHI,8.5,29,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.6,B-Game
2025,11,dickec1,Cameron Dicker,K,LAC,@JAX,4.7,2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.7,B-Game
2025,11,santoc1,Cairo Santos,K,CHI,@MIN,8.1,24,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.7,B-Game
2025,11,littlc1,Cam Little,K,JAX,LAC,7.8,17,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.7,B-Game
2025,11,wrighm1,Matthew Wright,K,HOU,@TEN,7.7,16,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,B-Game
2025,11,carlsd1,Daniel Carlson,K,LV,DAL,8.8,31,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,B-Game
2025,11,gaym1,Matt Gay,K,WAS,@MIA,7.8,19,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.6,B-Game
2025,11,rylanc1,Chad Ryland,K,ARI,SF,6.4,8,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,B-Game
2025,11,ellioj1,Jake Elliott,K,PHI,DET,5.3,5,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.5,B-Game
2025,11,gonzaz1,Zane Gonzalez,K,ATL,CAR,7.3,12,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.6,B-Game
2025,11,mcphee1,Evan McPherson,K,CIN,@PIT,8.1,25,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.6,B-Game
2025,11,mevish1,Harrison Mevis,K,LAR,SEA,5.3,4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.5,B-Game
2025,11,lutzw1,Wil Lutz,K,DEN,KC,5.1,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.6,B-Game
2025,11,fitzgr1,Ryan Fitzgerald,K,CAR,@ATL,7.9,21,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.6,B-Game
2025,11,kooy1,Younghoe Koo,K,NYG,GB,7.4,15,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,B-Game
2025,11,slyej1,Joey Slye,K,TEN,HOU,3.6,1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,B-Game
2025,11,szmyta1,Andre Szmyt,K,CLE,BAL,8.8,30,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,B-Game
2025,11,folkn1,Nick Folk,K,NYJ,@NE,6.6,9,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.6,B-Game
