sleeper_id,name,team,pos,opp,proj,pass_att,pass_comp,pass_yd,pass_td,pass_int,rush_att,rush_yd,rush_td,rec,rec_yd,rec_td,fum_lost,two_pt,xpm,xpa,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,sacks,defs_int,defs_fum_rec,defs_td,safety,blk_kick,ret_td,pts_allowed
4984,Josh Allen,BUF,QB,TB,20.35,33.18,20.41,234.32,1.68,0.67,6.19,32.06,0.48,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11564,Drake Maye,NE,QB,NYJ,19.85,27.93,20.87,244.49,2.03,0.48,4.65,27.47,0.31,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6797,Justin Herbert,LAC,QB,@JAX,19.59,34.88,24.21,260.94,1.91,0.6,5.93,34.08,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6904,Jalen Hurts,PHI,QB,DET,19.74,26.75,18.71,208.18,1.89,0.49,7.09,29.71,0.48,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4046,Patrick Mahomes,KC,QB,@DEN,20.39,37.43,23.14,252.86,1.72,0.69,5.44,30.8,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4881,Lamar Jackson,BAL,QB,@CLE,19.8,25.66,17.54,206.32,1.66,0.48,7.0,37.88,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,Dak Prescott,DAL,QB,@LV,17.95,36.66,24.06,256.92,2.1,0.7,2.37,10.26,0.1,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Matthew Stafford,LAR,QB,SEA,17.62,36.53,24.02,252.61,2.26,0.73,0.72,2.17,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11560,Caleb Williams,CHI,QB,@MIN,17.19,30.97,20.34,232.53,1.58,0.6,4.2,27.89,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4892,Baker Mayfield,TB,QB,@BUF,15.87,33.94,21.7,241.09,1.69,0.82,3.31,18.63,0.1,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Joe Flacco,CIN,QB,@PIT,17.22,38.27,25.25,269.35,1.81,0.77,0.96,3.21,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6804,Jordan Love,GB,QB,@NYG,15.84,31.68,19.88,238.86,1.62,0.58,3.6,14.73,0.1,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11565,J.J. McCarthy,MIN,QB,CHI,16.25,32.42,21.01,211.75,1.73,0.96,4.35,24.89,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8183,Brock Purdy,SF,QB,@ARI,16.39,30.72,20.49,251.81,1.45,0.81,3.12,15.15,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,Jacoby Brissett,ARI,QB,SF,16.06,35.68,20.85,206.74,1.7,0.7,5.32,19.48,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,Marcus Mariota,WAS,QB,@MIA,15.94,28.48,17.72,205.83,1.35,0.67,4.25,26.0,0.29,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
