sleeper_id,name,team,pos,opp,proj,pass_comp,pass_att,pass_yd,pass_td,pass_int,rush_att,rush_yd,rush_td,rec,rec_yd,rec_td,fum_lost,two_pt,xpm,xpa,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,sacks,defs_int,defs_fum_rec,defs_td,safety,blk_kick,ret_td,pts_allowed
allenj3,Josh Allen,BUF,QB,TB,21.3,21.2,33.2,246.3,1.7,0.7,6.2,32,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayed1,Drake Maye,NE,QB,NYJ,20.6,20.3,28.5,238.8,2,0.5,4.5,27.9,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hurtsj1,Jalen Hurts,PHI,QB,DET,20.2,18.1,26.6,204.5,1.8,0.5,7.3,30.7,0.5,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
herbej1,Justin Herbert,LAC,QB,@JAX,20.2,23.2,35.1,251.1,1.9,0.6,6,34.6,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacksl1,Lamar Jackson,BAL,QB,@CLE,19.6,17.8,26,207.3,1.7,0.5,7.1,43.8,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mahomp1,Patrick Mahomes,KC,QB,@DEN,19.1,23.9,36.1,258.3,1.7,0.7,5.4,30.2,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prescd1,Dak Prescott,DAL,QB,@LV,18.1,24,37.1,264.9,1.8,0.7,2.4,10.3,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
staffm1,Matthew Stafford,LAR,QB,SEA,17.7,23.7,35.5,261.7,2.2,0.7,0.7,2.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willic6,Caleb Williams,CHI,QB,@MIN,17.6,20.5,32.5,223,1.6,0.6,4.1,27,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flaccj1,Joe Flacco,CIN,QB,@PIT,16.7,25.6,39.2,260,1.9,0.8,1.3,3.7,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayfib1,Baker Mayfield,TB,QB,@BUF,16.7,22.8,35.2,237.4,1.7,0.8,3.2,19.1,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovej1,Jordan Love,GB,QB,@NYG,16.5,20.9,31.1,234,1.7,0.6,3.5,14.7,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brissj1,Jacoby Brissett,ARI,QB,SF,16.4,21.8,34.5,213.4,1.7,0.7,5.5,20.1,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccarj2,J.J. McCarthy,MIN,QB,CHI,16.4,21.7,33.4,214,1.5,1,5.9,29.6,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mariom1,Marcus Mariota,WAS,QB,@MIA,16.1,18.3,27.3,199.6,1.4,0.7,4.4,27.2,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodgea1,Aaron Rodgers,PIT,QB,CIN,16.1,22.7,32.1,230.3,2,0.6,0.8,2.5,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darnos1,Sam Darnold,SEA,QB,@LAR,15.9,20.5,30,248.9,1.7,0.7,2.4,7.8,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithg1,Geno Smith,LV,QB,DAL,15.8,21.9,33.3,248.9,1.6,0.7,2.5,10.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagovt1,Tua Tagovailoa,MIA,QB,WAS,15.8,22,31.5,231.8,2,0.9,1.8,5.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nixb1,Bo Nix,DEN,QB,KC,15.5,22,34.3,217.1,1.4,0.8,4.6,20.9,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesm5,Mac Jones,SF,QB,@ARI,15.2,24.4,36.7,241.4,1.7,0.8,1.5,5.2,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goffj1,Jared Goff,DET,QB,@PHI,15.1,21.9,33.6,242.9,1.7,0.6,0.9,2.5,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millsd1,Davis Mills,HOU,QB,@TEN,15,20.9,32.9,227.4,1.5,0.6,1.7,7.1,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penixm1,Michael Penix Jr.,ATL,QB,CAR,14.9,19.6,32.2,225.6,1.5,0.6,2.7,8.1,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawret1,Trevor Lawrence,JAX,QB,LAC,14.3,19.8,32.2,210.6,1.2,0.8,3.2,14.8,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
winstj1,Jameis Winston,NYG,QB,GB,12.9,21.2,34.7,234.3,1.2,1,3.4,11,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fieldj1,Justin Fields,NYJ,QB,@NE,12.8,15.6,27.4,164,0.7,0.9,7.8,35.6,0.4,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
youngb1,Bryce Young,CAR,QB,@ATL,11.4,17.4,29.5,188.3,1,0.7,1.8,8.9,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gabrid1,Dillon Gabriel,CLE,QB,BAL,11.3,19.3,31.7,196.4,1,0.8,2.7,14,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wardc1,Cam Ward,TEN,QB,HOU,10.9,18.3,29.6,191.9,1,0.8,1.4,5.8,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccafc1,Christian McCaffrey,SF,RB,@ARI,22.9,0,0,0,0,0,16.9,68.9,0.7,6.5,64,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
achand1,De'Von Achane,MIA,RB,WAS,22.4,0,0,0,0,0,18.4,92.1,0.7,5.6,38.2,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robinb2,Bijan Robinson,ATL,RB,CAR,18.9,0,0,0,0,0,16.6,82.7,0.2,4.7,53,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacobj1,Josh Jacobs,GB,RB,@NYG,18.1,0,0,0,0,0,17.8,78.9,0.9,3,25.7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeanta1,Ashton Jeanty,LV,RB,DAL,17,0,0,0,0,0,18.5,67.1,0.8,3.5,31.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gibbsj1,Jahmyr Gibbs,DET,RB,@PHI,16.7,0,0,0,0,0,15.8,82.3,0.5,3.4,24.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willij13,Javonte Williams,DAL,RB,@LV,16.1,0,0,0,0,0,17.1,78.7,0.9,2.8,11.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dowdlr1,Rico Dowdle,CAR,RB,@ATL,16,0,0,0,0,0,20,93.4,0.6,2.3,16,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henryd1,Derrick Henry,BAL,RB,@CLE,15.5,0,0,0,0,0,17.6,92.5,0.8,1,6.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warrej1,Jaylen Warren,PIT,RB,CIN,15.3,0,0,0,0,0,17.6,69.2,0.5,3.2,29.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cookj3,James Cook,BUF,RB,TB,15.3,0,0,0,0,0,18.5,94.5,0.5,2,14.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barkls1,Saquon Barkley,PHI,RB,DET,14.3,0,0,0,0,0,14,76.3,0.4,2.9,16.4,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownc4,Chase Brown,CIN,RB,@PIT,13.6,0,0,0,0,0,16.2,66.6,0.4,4.1,23.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hendet1,TreVeyon Henderson,NE,RB,NYJ,13.5,0,0,0,0,0,17.6,69.7,0.4,2.9,22.7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willik6,Kyren Williams,LAR,RB,SEA,13.4,0,0,0,0,0,14.4,61.1,0.4,2.5,19.6,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
judkiq1,Quinshon Judkins,CLE,RB,BAL,13,0,0,0,0,0,18.8,75.8,0.6,1.9,10.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harver1,RJ Harvey,DEN,RB,KC,12.9,0,0,0,0,0,18.2,67.6,0.4,2.5,17.4,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonesa2,Aaron Jones,MIN,RB,CHI,12.9,0,0,0,0,0,13,56.2,0.5,2.7,20.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marksw1,Woody Marks,HOU,RB,@TEN,12.9,0,0,0,0,0,15,63.4,0.4,1.8,19.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hallb1,Breece Hall,NYJ,RB,@NE,12.7,0,0,0,0,0,16.9,68.7,0.3,2.5,24.6,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etient1,Travis Etienne,JAX,RB,LAC,12.5,0,0,0,0,0,14.3,67,0.3,2.7,19,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swiftd1,D'Andre Swift,CHI,RB,@MIN,12.1,0,0,0,0,0,12.7,61.3,0.3,2.9,23.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whiter5,Rachaad White,TB,RB,@BUF,11.3,0,0,0,0,0,12.9,47.4,0.4,3.5,17.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vidalk1,Kimani Vidal,LAC,RB,@JAX,10.3,0,0,0,0,0,13.6,62.1,0.3,1.5,8.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tracyt1,Tyrone Tracy,NYG,RB,GB,10,0,0,0,0,0,12.4,50.4,0.4,2.2,12.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demere1,Emari Demercado,ARI,RB,SF,10,0,0,0,0,0,7.9,54.2,0.3,2.2,16,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huntk1,Kareem Hunt,KC,RB,@DEN,8.8,0,0,0,0,0,10.7,39.8,0.5,1.2,9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speart1,Tyjae Spears,TEN,RB,HOU,8.4,0,0,0,0,0,10.8,36.9,0.3,2.5,19.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pollat1,Tony Pollard,TEN,RB,HOU,7.8,0,0,0,0,0,11,38.1,0.3,2.1,15.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charbz1,Zach Charbonnet,SEA,RB,@LAR,7.7,0,0,0,0,0,9.3,37.1,0.4,1.1,7.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
masonj1,Jordan Mason,MIN,RB,CHI,7.7,0,0,0,0,0,5.9,27.2,0.7,0.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montgd1,David Montgomery,DET,RB,@PHI,7.6,0,0,0,0,0,8.9,35.9,0.3,1.5,10.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allget1,Tyler Allgeier,ATL,RB,CAR,7.6,0,0,0,0,0,7.8,34.5,0.6,0.6,2.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walkek1,Kenneth Walker,SEA,RB,@LAR,7.5,0,0,0,0,0,10.1,42.5,0.2,1.3,10,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chubbn1,Nick Chubb,HOU,RB,@TEN,7.4,0,0,0,0,0,9.3,38.8,0.4,1.2,5.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monank1,Kyle Monangai,CHI,RB,@MIN,7.3,0,0,0,0,0,8.9,38.9,0.3,1.2,11.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
croskj1,Jacory Croskey-Merritt,WAS,RB,@MIA,6.9,0,0,0,0,0,11.7,46.7,0.2,0.8,6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tutenb1,Bhayshul Tuten,JAX,RB,LAC,6.8,0,0,0,0,0,6.2,25.5,0.4,1.4,8.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cartem2,Michael Carter,ARI,RB,SF,6.8,0,0,0,0,0,10.9,29.6,0.2,1.7,14.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gainwk1,Kenneth Gainwell,PIT,RB,CIN,6.7,0,0,0,0,0,4.6,17,0.3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
singld1,Devin Singletary,NYG,RB,GB,6.7,0,0,0,0,0,8.5,30.3,0.2,1.9,11.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodric1,Chris Rodriguez,WAS,RB,@MIA,6.4,0,0,0,0,0,7.4,37,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcnicj1,Jeremy McNichols,WAS,RB,@MIA,6.2,0,0,0,0,0,3.9,23,0,2.1,23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
badiet1,Tyler Badie,DEN,RB,KC,6.1,0,0,0,0,0,3,22,0.1,2.2,15.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuckes1,Sean Tucker,TB,RB,@BUF,6.1,0,0,0,0,0,7.9,38.2,0.2,0.9,5.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithb3,Brashard Smith,KC,RB,@DEN,5.6,0,0,0,0,0,6.2,23.2,0.1,1.7,15.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robinb1,Brian Robinson,SF,RB,@ARI,5.5,0,0,0,0,0,6.1,30.3,0.3,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davisi1,Isaiah Davis,NYJ,RB,@NE,5.1,0,0,0,0,0,3.5,18.7,0.1,1.5,14.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hubbac1,Chuba Hubbard,CAR,RB,@ATL,4.9,0,0,0,0,0,5.2,22.2,0.1,1.4,7.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corumb1,Blake Corum,LAR,RB,SEA,4.6,0,0,0,0,0,8.8,36.2,0.1,0.6,2.6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnsd16,D'Ernest Johnson,NE,RB,NYJ,4.3,0,0,0,0,0,4.2,18.6,0.2,1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsoe1,Emanuel Wilson,GB,RB,@NYG,4,0,0,0,0,0,4.9,24.5,0.1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnst1,Ty Johnson,BUF,RB,TB,3.6,0,0,0,0,0,1.6,7.8,0.1,1.5,13.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brookt2,Tahj Brooks,CIN,RB,@PIT,3.3,0,0,0,0,0,5.5,20.4,0.1,0.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bluej1,Jaydon Blue,DAL,RB,@LV,3.2,0,0,0,0,0,5,19.5,0.1,0.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitchk1,Keaton Mitchell,BAL,RB,@CLE,3.1,0,0,0,0,0,6,23.1,0.1,0.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillj6,Justice Hill,BAL,RB,@CLE,3,0,0,0,0,0,0.5,2.5,0,2,12.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sampsd2,Dylan Sampson,CLE,RB,BAL,2.8,0,0,0,0,0,1,3.9,0,1.6,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
juszck1,Kyle Juszczyk,SF,RB,@ARI,2.7,0,0,0,0,0,0,0,0,1.6,12.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pattej1,Jaret Patterson,LAC,RB,@JAX,2.6,0,0,0,0,0,5.6,22.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moster1,Raheem Mostert,LV,RB,DAL,2.4,0,0,0,0,0,3,10.1,0.1,0.7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shiplw1,Will Shipley,PHI,RB,DET,1.9,0,0,0,0,0,3.6,11.6,0,0.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrighj4,Jaylen Wright,MIA,RB,WAS,1.7,0,0,0,0,0,2.7,10,0.1,0.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bigsbt1,Tank Bigsby,PHI,RB,DET,1.7,0,0,0,0,0,3.5,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gordoo1,Ollie Gordon,MIA,RB,WAS,1.6,0,0,0,0,0,1.9,7.5,0.1,0.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnsk5,Kaleb Johnson,PIT,RB,CIN,1.6,0,0,0,0,0,2.9,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davisr7,Ray Davis,BUF,RB,TB,1.5,0,0,0,0,0,1.2,4.3,0,0.4,3.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ingola1,Alec Ingold,MIA,RB,WAS,1.3,0,0,0,0,0,0.2,0.6,0,0.6,4.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeffej2,Jermar Jefferson,ARI,RB,SF,1.3,0,0,0,0,0,1.8,5.6,0,0.7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenl1,LeQuint Allen,JAX,RB,LAC,1.3,0,0,0,0,0,1.3,5.3,0,0.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fordj2,Jerome Ford,CLE,RB,BAL,1.3,0,0,0,0,0,0.3,1.7,0,1.2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luepkh1,Hunter Luepke,DAL,RB,@LV,1.2,0,0,0,0,0,0,0,0,0.5,2.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brookc2,Chris Brooks,GB,RB,@NYG,1.2,0,0,0,0,0,0,0,0,0.8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
becka1,Andrew Beck,NYJ,RB,@NE,0.7,0,0,0,0,0,0,0,0,0.3,1.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holang1,George Holani,SEA,RB,@LAR,0.6,0,0,0,0,0,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ogunbd1,Dare Ogunbowale,HOU,RB,@TEN,0.5,0,0,0,0,0,0,0,0,0.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prenta1,Adam Prentice,DEN,RB,KC,0.2,0,0,0,0,0,0,0,0,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithj10,Jaxon Smith-Njigba,SEA,WR,@LAR,18.3,0,0,0,0,0,0.4,2,0,7.9,113.3,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chasej1,Ja'Marr Chase,CIN,WR,@PIT,18.2,0,0,0,0,0,0.1,0.9,0,9.1,98.8,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nacuap1,Puka Nacua,LAR,WR,SEA,16.5,0,0,0,0,0,0.6,4.1,0,8.4,94.2,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
londod1,Drake London,ATL,WR,CAR,16.2,0,0,0,0,0,0,0,0,6.6,86.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stbra1,Amon-Ra St. Brown,DET,WR,@PHI,14.8,0,0,0,0,0,0.3,1.2,0,6.9,75.3,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricer2,Rashee Rice,KC,WR,@DEN,14.7,0,0,0,0,0,1.4,5.4,0.1,7,71,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waddlj1,Jaylen Waddle,MIA,WR,WAS,14.6,0,0,0,0,0,0,0,0,4.8,82.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lambc1,CeeDee Lamb,DAL,WR,@LV,13.7,0,0,0,0,0,0.2,1.1,0,6.1,82.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egbuke1,Emeka Egbuka,TB,WR,@BUF,13.7,0,0,0,0,0,0,0,0,4.8,74.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcconl1,Ladd McConkey,LAC,WR,@JAX,13.3,0,0,0,0,0,0,0,0,5.7,71.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeffej1,Justin Jefferson,MIN,WR,CHI,12.9,0,0,0,0,0,0.2,0.6,0,6.4,73.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collin1,Nico Collins,HOU,WR,@TEN,12.5,0,0,0,0,0,0,0,0,5,68.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
odunzr1,Rome Odunze,CHI,WR,@MIN,11.7,0,0,0,0,0,0,0,0,4.2,56.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsd2,Davante Adams,LAR,WR,SEA,11.6,0,0,0,0,0,0,0,0,4.3,53.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pickeg1,George Pickens,DAL,WR,@LV,11.5,0,0,0,0,0,0,0,0,4.2,63.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flowez1,Zay Flowers,BAL,WR,@CLE,11.4,0,0,0,0,0,0.6,3.3,0,5.4,71.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithd4,DeVonta Smith,PHI,WR,DET,11.4,0,0,0,0,0,0,0,0,5.2,70.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browna5,A.J. Brown,PHI,WR,DET,11.3,0,0,0,0,0,0,0,0,4.4,58.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
higgit1,Tee Higgins,CIN,WR,@PIT,11.2,0,0,0,0,0,0,0,0,3.8,57.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metcad1,DK Metcalf,PIT,WR,CIN,10.6,0,0,0,0,0,0,0,0,3.5,57.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diggss1,Stefon Diggs,NE,WR,NYJ,10.3,0,0,0,0,0,0,0,0,5,51.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robinw1,Wan'Dale Robinson,NYG,WR,GB,10.1,0,0,0,0,0,0,0,0,5.3,58.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shakik1,Khalil Shakir,BUF,WR,TB,9.9,0,0,0,0,0,0.2,0.7,0,4.9,51.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samued1,Deebo Samuel,WAS,WR,@MIA,9.9,0,0,0,0,0,1.3,5.6,0.1,5,39.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
addisj1,Jordan Addison,MIN,WR,CHI,9.8,0,0,0,0,0,0.3,3,0,4.9,49.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jennij1,Jauan Jennings,SF,WR,@ARI,9.8,0,0,0,0,0,0,0,0,4.6,53.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnst5,Tez Johnson,TB,WR,@BUF,9.7,0,0,0,0,0,0.2,1.1,0,3.8,47.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suttoc1,Courtland Sutton,DEN,WR,KC,9.7,0,0,0,0,0,0,0,0,4.2,58.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcmilt1,Tetairoa McMillan,CAR,WR,@ATL,9.5,0,0,0,0,0,0,0,0,4.2,64.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnsq2,Quentin Johnston,LAC,WR,@JAX,9.5,0,0,0,0,0,0.1,0.6,0,3.8,50.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frankt1,Troy Franklin,DEN,WR,KC,9.4,0,0,0,0,0,0.3,1.1,0,5,45.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willij14,Jameson Williams,DET,WR,@PHI,9.2,0,0,0,0,0,0,0,0,2.9,53.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watsoc1,Christian Watson,GB,WR,@NYG,9,0,0,0,0,0,0,0,0,2.8,52.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waship1,Parker Washington,JAX,WR,LAC,8.8,0,0,0,0,0,0.3,1.2,0,4.6,50.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meyerj1,Jakobi Meyers,JAX,WR,LAC,8.8,0,0,0,0,0,0,0,0,4.2,50.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tucket1,Tre Tucker,LV,WR,DAL,8.7,0,0,0,0,0,0.8,4.1,0,3.6,49.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slaytd1,Darius Slayton,NYG,WR,GB,8.6,0,0,0,0,0,0,0,0,3.6,50.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
